Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
5187,11,5668,157,10434,444
2825,37,4779,148,7891,224
8568,28,8261,246,8508,392
16410,33,5743,359,8733,21
5834,40,9213,151,5040,378
13176,16,7176,114,10948,183
25727,15,4981,135,5253,412
15500,16,6599,416,12214,7
16422,27,6623,248,11884,315
18185,41,8063,321,6161,443
6142,34,1478,420,7680,147
17805,30,7804,442,7646,357
8041,33,4550,427,8789,330
3444,11,6714,237,10331,303
3458,24,6674,331,7536,74
15648,11,3512,354,4118,381
23367,35,8884,250,7280,395
4721,18,1497,440,12607,85
3619,40,3639,218,8878,352
7882,15,1138,291,14274,39
26706,17,8611,159,4624,425
20658,42,2962,114,12605,220
8609,43,8674,443,4885,171
29218,33,9355,479,5560,202
18286,10,5658,111,12551,309
28116,10,1951,417,11054,163
12041,32,1411,122,7799,355
15874,29,3080,395,13105,21
11501,34,6189,494,6040,200
26893,17,6227,168,13793,456
5046,30,5135,191,12391,68
22736,47,1289,159,13962,142
7210,19,3062,237,4185,78
9535,34,4753,374,4074,112
21153,17,4250,446,13796,83
4391,25,1523,170,8640,170
29922,11,4231,491,5197,352
3390,39,2379,423,7440,209
25155,43,5397,199,11954,310
22112,36,6858,162,8659,45
11379,13,4660,139,14557,156
4290,17,3276,270,14077,479
19382,12,8476,442,10191,150
9846,10,1837,173,14088,249
14736,11,1824,128,10368,197
9276,46,9508,94,10843,92
17410,17,4410,285,11060,44
11046,32,4388,124,10236,139
5302,31,1716,98,8831,177
22005,44,4440,476,4933,316
9644,32,6583,453,12652,21
5857,36,2127,348,10052,35
19894,32,6783,180,4279,418
13790,12,5999,207,5590,66
9764,38,4211,94,7748,378
8603,14,2453,448,5937,172
7651,32,1480,109,9678,259
14076,27,3095,186,9561,404
3740,25,7288,257,7512,460
4631,33,8647,157,5650,430
26568,25,5956,132,6447,408
4954,15,9953,60,10167,145
9168,10,7386,475,9191,39
17054,35,4564,167,5855,407
19648,26,7121,186,8428,308
21800,11,1909,72,13937,47
10285,22,5650,120,12341,31
2917,37,6451,234,11683,208
14809,26,8611,210,8401,36
10623,40,6309,422,13214,182
22573,26,1488,291,13455,172
6142,26,2731,429,9066,397
12398,32,1218,497,7345,243
9497,25,6603,345,9974,438
19518,44,4044,60,8155,373
11895,18,1864,119,14197,361
14801,30,7123,210,8174,7
20653,27,5935,325,8257,87
19854,41,1963,221,14793,349
26920,45,9847,87,5416,467
28177,26,8046,345,12467,75
3334,38,4293,130,4186,113
19416,29,3268,320,7176,298
3551,47,7636,150,5712,232
4625,49,8240,391,13954,285
5332,49,8210,123,6229,407
5462,22,4122,354,5736,382
20809,35,3882,250,4907,283
22130,28,9302,302,11999,141
11493,17,5584,347,10888,137
9314,19,3270,486,5749,334
12318,20,8154,112,13459,467
10453,21,2328,411,5714,145
25115,49,5002,248,12130,392
28801,16,1432,285,6266,266
21831,30,8925,281,10923,13
9712,21,6694,346,5298,30
11372,35,6794,283,12865,124
8962,20,2889,153,9897,408
24786,21,6579,152,8962,266
17077,37,9131,302,6710,244
5547,48,2078,228,9115,28
29509,26,9067,360,5944,271
17467,37,4085,360,7375,310
12048,20,8873,425,10992,109
12800,28,4712,111,9871,433
28003,21,1232,311,14821,129
22661,18,1600,422,4245,313
26452,31,8315,364,12436,98
17970,39,3590,181,8224,475
15043,26,9695,81,7107,160
28998,21,9354,81,14986,14
23282,19,6480,323,13090,251
4562,29,8222,420,10426,232
23759,23,5967,265,8536,406
15453,38,2981,102,9037,339
16574,34,5765,475,9444,272
8644,44,7426,238,4271,343
18471,12,2267,114,14343,198
10565,47,8852,378,4858,311
2396,13,2351,164,12907,294
10520,47,8844,78,12975,17
17406,44,9777,112,6359,444
23717,27,2624,342,7501,330
11496,49,5360,97,4058,436
28949,34,1809,140,4871,38
5662,38,9340,172,7164,467
29611,39,8616,165,13276,324
16908,42,7067,394,11907,292
19918,36,4094,173,12575,466
8307,49,1243,327,7662,493
16709,13,9664,398,13284,84
19657,26,8374,336,7635,29
8764,44,8828,157,4609,375
25311,31,6300,288,12498,498
20258,20,6134,261,7841,225
8529,12,4103,474,7158,121
12993,36,7002,489,7435,226
29525,45,5076,398,13279,361
3094,21,6209,494,13303,223
9044,27,8675,399,10119,56
26980,17,5387,118,5903,332
8052,25,6765,225,12689,53
25065,25,9890,471,11524,125
3980,26,6717,251,13965,120
26718,19,8116,291,4544,431
23419,44,1300,257,5789,391
9146,49,9511,152,4375,36
12049,12,6378,178,8134,355
3826,34,3497,480,5078,244
3531,22,7825,133,10182,171
16811,34,6956,375,13818,64
7754,47,6146,67,14597,373
26787,21,6186,490,12205,333
11979,42,5200,59,8437,143
16395,25,1599,195,13258,128
13563,36,4667,114,6446,56
11628,43,4931,416,4578,124
15063,23,4920,74,8052,221
5257,15,5306,169,7436,90
29545,27,6250,380,6382,426
21825,49,5280,483,9480,449
10928,47,1716,402,14711,18
27102,15,5395,189,6047,169
18356,26,9389,304,13274,436
19169,10,7553,82,14002,32
22671,44,3932,376,4563,355
14297,18,7081,278,5351,230
8868,17,3579,427,14589,296
3327,49,3308,232,13245,50
28180,49,9810,400,8502,442
24209,20,4667,427,14808,301
25795,24,3353,60,9637,92
28058,40,8144,498,4996,370
26326,34,5838,54,4895,157
20307,40,9166,478,4821,50
29331,19,6333,157,14907,341
5458,14,8204,298,11372,15
11526,12,9438,168,7447,116
14692,21,8741,458,7459,254
4265,16,4793,323,6328,307
13219,22,8172,295,13758,315
29950,44,4128,218,10510,67
7796,26,6238,234,8445,377
15387,29,7851,395,6021,412
18213,34,6503,375,4327,41
17927,11,6191,115,10084,445
6191,23,4145,437,8990,271
13166,17,5848,221,12920,141
27992,30,5614,197,10070,358
6389,44,5216,61,10258,337
10355,47,6214,163,4423,107
11511,26,5153,211,13508,341
10459,33,5200,293,11856,235
9516,22,1025,479,5659,92
8921,39,5250,429,14724,401
5591,25,3416,98,13884,366
8567,44,8648,159,10260,185
16691,34,4398,395,14771,394
20566,31,1880,223,8077,185
9428,31,6136,448,8366,99
10100,39,9703,199,10174,15
5304,26,2325,465,5857,320
11827,15,2047,300,12764,134
2671,27,6634,220,10269,109
7353,42,5216,242,5201,298
10379,14,2525,355,5632,311
15281,19,3320,262,8310,180
29279,37,1985,316,7029,364
28224,16,9306,493,5094,353
13721,10,1639,362,6129,154
17259,25,8953,418,13107,465
19206,40,3968,176,6672,474
20476,29,8888,54,10048,271
27285,47,8154,325,8732,356
29224,23,1667,305,12895,204
8422,37,6235,304,4255,299
27605,35,3082,477,12917,378
16758,35,2619,495,11348,300
18850,48,4639,221,10452,99
20709,37,7580,54,6084,401
19501,37,3820,364,9753,413
2037,47,9650,400,9984,406
15321,40,9603,287,6444,117
29174,18,1488,228,6800,117
3762,48,4585,82,13421,492
12082,33,9932,305,12590,61
23484,38,7213,477,12682,254
3199,40,9553,258,12205,302
18684,46,1977,277,14155,251
15713,43,3994,348,5832,416
5324,22,4062,462,13082,191
25131,33,2915,498,12060,39
17029,29,6668,96,12917,145
27790,32,7338,233,10675,483
25271,43,3065,310,7272,430
12199,48,9794,93,9673,20
3921,21,5376,164,7140,295
6055,14,8952,214,12977,190
16724,10,5318,339,11622,498
20374,17,6052,232,13782,434
16323,18,8281,251,11642,193
13688,16,6497,207,5454,386
4009,38,9792,243,10333,317
13434,35,2665,204,7720,406
22412,35,9807,348,12290,418
29954,42,8784,163,6718,337
27809,37,6716,312,6534,225
5358,29,1656,213,14292,173
25117,43,1782,291,12656,178
16623,28,9835,304,5960,22
5657,17,9237,363,13182,400
21811,11,7393,370,4551,404
7202,21,7455,329,13520,360
21818,20,1599,416,4980,291
2551,44,9416,493,9101,193
26848,15,9118,318,5400,145
13529,28,5423,439,9503,498
9406,43,1393,384,9076,228
27596,16,9640,296,9370,49
7378,35,9911,413,10796,264
20465,38,6798,272,5368,401
28165,24,5665,410,14108,497
20916,18,7362,330,13863,111
24073,39,5360,400,13529,53
6482,42,6291,232,4722,47
18755,41,7879,141,7311,497
23778,49,1347,129,12574,340
4867,44,7293,436,7436,375
3056,22,2703,127,7471,316
8693,18,8767,176,4718,446
18311,19,9871,184,9586,264
16151,47,3089,368,10176,344
27545,12,8119,463,6157,342
6984,37,1902,283,9069,136
27782,29,4511,134,9315,455
3012,46,8961,193,5258,213
5857,22,9460,261,4099,242
18091,31,1423,83,14434,220
27966,32,5501,78,14400,46
18903,17,4160,446,4831,422
13852,25,6782,144,8946,411
17846,44,5997,227,14641,152
9638,37,1978,336,7369,93
26201,46,2599,336,8399,102
25475,44,7982,481,13577,352
23253,20,2041,407,5070,455
9747,26,4933,441,8638,450
13354,49,3388,203,7214,303
12535,37,5748,363,10465,164
4099,34,4822,242,12000,129
25147,33,4417,328,11045,317
16988,39,4938,97,9033,346
10879,36,5596,439,5298,48
15896,19,1327,58,9231,280
19640,24,4024,367,11707,143
29521,26,2455,496,9267,320
19611,28,2060,222,12838,403
26661,47,5674,236,5281,172
28896,44,9614,123,8019,380
26692,15,1198,429,7948,264
10972,23,3817,292,9350,6
26850,21,3013,283,9605,181
13574,11,4655,298,13394,314
23219,44,8014,66,8106,19
25472,28,9281,383,14256,125
7337,18,6604,498,6090,77
28395,15,9895,216,8883,222
16653,19,1698,53,4404,287
17997,21,6691,388,6833,96
25943,36,9241,195,11414,302
25721,34,4481,222,12206,199
22541,45,9170,455,7634,362
12744,41,4320,354,12358,470
25843,22,7281,446,8659,480
16040,26,1157,303,4699,173
12327,11,1802,237,12347,234
27271,42,3346,192,13492,179
6882,33,7564,480,11307,423
28699,27,9347,407,7780,492
5688,40,5162,398,8455,214
12250,47,7253,488,7022,246
14704,19,3665,469,5620,32
27342,17,7645,473,4324,221
27526,30,5362,410,14471,198
16479,42,4055,483,5272,254
4331,41,8804,213,12344,467
12297,43,8939,363,9043,48
8544,28,4500,258,14502,442
16796,23,4085,220,8903,328
2586,11,6879,303,7837,324
17532,40,8993,245,11789,243
11822,47,6584,386,13740,207
20864,30,4202,331,6117,418
29392,35,9429,380,14868,444
24665,48,7684,97,4094,97
16716,18,2601,119,14187,309
16980,29,6099,53,9140,372
25762,40,3606,343,8593,189
12021,20,4877,282,8501,359
20986,28,7807,98,9391,298
2703,14,8251,459,6372,181
25425,35,9692,96,12572,186
12436,49,5344,446,12286,214
29941,31,5090,213,13442,19
19718,29,9880,95,13887,418
29561,31,5346,255,11117,463
28035,29,7382,67,7315,403
10414,48,9053,261,8512,439
22096,12,7324,343,5757,487
27949,23,8894,282,7991,116
8912,29,9280,110,8914,168
10289,30,6526,481,5037,387
22475,43,2836,458,10883,313
3725,35,6937,206,8267,46
13360,16,6544,53,6693,254
22629,49,9442,163,13238,257
26590,35,4239,339,12839,13
5505,10,6401,236,10666,210
26725,49,8851,350,14887,80
29417,20,4406,374,11837,329
12852,37,7444,206,5469,53
6097,28,3160,65,4710,83
4117,22,4852,349,7302,333
22053,16,6395,81,9086,125
19913,28,8577,300,10610,11
10032,16,1709,454,5402,10
18399,48,6909,169,4215,131
22300,16,2543,480,13828,174
13578,38,6353,204,5145,16
27689,10,7269,150,4531,336
22948,23,2512,110,13606,231
23128,42,9774,377,5853,229
6918,16,4160,107,10372,481
15165,19,3266,401,4234,166
28391,31,2974,66,13862,466
29950,33,6903,358,7499,208
3147,25,8855,167,10332,318
23877,25,9411,262,9143,392
29335,12,2122,70,10001,115
25864,45,7425,422,11174,286
9072,31,6761,113,7381,33
2926,25,8977,213,7022,465
18043,27,6768,140,14707,294
16276,37,6146,234,12394,475
10876,37,2595,65,8523,285
9994,30,5797,244,4798,22
15987,47,4755,93,14396,433
29204,11,8295,231,11144,389
7316,47,7558,54,6928,334
12886,46,4486,316,14996,468
10363,19,3262,192,5960,217
17797,18,5422,252,6048,451
3121,15,4021,212,13013,419
19147,10,3991,296,5802,311
22947,10,8422,303,8883,480
24361,13,9487,338,14727,333
2856,24,9445,281,5352,158
17903,23,7967,342,14676,177
25493,40,5260,434,6798,151
18731,31,9738,187,14773,361
19073,14,2062,269,10149,213
26129,16,5959,138,8601,462
13298,47,1958,377,13903,354
6869,34,3960,365,5643,310
23839,28,2641,185,12448,466
4003,47,6123,140,9651,33
19225,20,2506,394,12143,230
11906,30,2698,188,9245,36
4657,26,8429,62,6256,60
21279,33,2104,66,7778,439
20957,20,7542,84,13958,362
27053,25,3312,280,4240,311
8485,29,5247,132,8436,400
19263,39,2108,100,6480,59
8711,30,7103,175,14798,449
21922,11,5140,222,9359,248
18284,17,4845,497,14639,338
9889,26,9554,353,6625,329
21928,40,8863,184,5293,437
24740,33,2616,490,7663,163
13412,27,7077,175,10516,226
12183,35,6226,346,10453,147
29652,31,5964,210,9122,477
28322,17,3737,264,6694,494
17425,43,4048,85,10683,433
4261,24,7661,261,6644,195
12817,23,3269,217,11878,388
3430,46,9453,116,5026,356
28651,31,2946,436,14437,389
14425,22,6725,160,10515,274
23098,14,4491,140,4024,25
27757,26,7197,105,5103,157
17142,25,3499,266,13577,46
9490,16,3436,67,11070,365
19563,40,6950,441,12623,34
16133,18,8794,456,5195,251
17331,16,1117,190,6367,334
18331,42,7870,148,9020,172
22266,13,7211,91,9827,419
2630,45,3373,362,12662,118
23971,13,2917,400,14640,393
26502,48,5691,322,6266,424
24528,12,1709,492,6670,305
9468,44,7644,495,4359,135
13618,14,4926,400,11922,165
4761,21,4049,71,13508,115
20413,40,5746,354,6492,38
7553,48,2212,57,9333,454
26581,10,8811,65,9470,295
6617,48,5431,129,4711,184
6254,44,7120,162,4825,333
15391,22,7405,388,11307,91
17734,46,5484,149,6935,434
14557,25,3638,270,8713,321
15926,48,4411,363,7927,314
9176,27,9325,367,14030,76
17577,29,9536,260,14871,323
24029,46,2129,316,13597,326
22430,28,7905,94,12839,52
13627,26,6021,194,11581,315
11328,13,7908,438,6968,411
27599,35,7454,493,14780,168
13328,20,7402,141,10218,390
9031,20,2911,68,5196,12
2056,30,2731,307,14586,340
28069,41,3367,373,9607,41
23812,34,1679,418,14208,383
27000,48,7844,420,12880,413
17941,49,3770,62,9025,18
13195,28,9928,172,11272,309
29659,47,6830,457,12366,491
29890,29,1866,239,12658,383
24479,24,1231,365,14187,305
18685,24,3245,160,13724,390
27481,38,7176,178,12396,215
2677,18,9487,178,5838,8
19433,39,2494,74,4704,486
29560,24,7862,339,5251,439
5422,18,6755,342,12895,358
2285,33,3936,390,12354,368
29296,23,2447,417,13027,412
26782,32,7576,436,9590,128
18325,22,1667,373,10537,134
27372,42,7425,287,6199,345
25875,45,9671,408,7992,451
5223,33,4965,214,7461,120
11608,11,5288,127,5636,229
8018,10,3382,219,8921,473
13202,28,4784,226,7827,324
22358,28,9593,380,6401,413
18140,46,9217,312,12726,22
12678,17,7731,498,12332,89
20348,24,8102,238,14420,421
20963,48,7737,358,14389,328
14634,43,3240,181,12422,178
18507,36,7202,169,4808,37
12395,22,9274,366,14799,273
15197,30,4540,335,11993,331
21553,23,6110,89,10838,53
5237,36,7823,495,8706,294
5838,34,7505,350,12295,270
5209,19,4390,417,10747,193
19864,23,2462,198,11689,193
29995,13,5393,296,8977,355
28348,37,5836,105,6114,291
19852,27,5147,462,6722,268
22479,35,4448,252,7311,250
24950,33,1361,199,6989,288
6888,39,3057,130,10075,338
5223,25,2030,276,11249,91
2607,28,2924,382,5484,347
20013,44,7317,470,7636,64
15736,34,3527,484,12598,38
17196,22,6924,55,13427,243
28602,25,8772,469,13874,285
29351,32,8799,304,13205,101
17825,32,3437,274,9552,399
6550,12,6821,108,8322,55
29165,42,5957,291,12659,276
20633,23,8258,463,13858,129
19725,29,4601,455,10599,420
9804,17,1236,357,12415,468
17940,21,5606,427,11810,80
18437,49,2591,144,8699,88
21113,39,8466,61,11450,389
21739,19,2625,260,11795,219
17712,47,4712,200,10801,487
19524,22,3207,97,12888,398
22885,20,8977,219,9663,264
11334,38,1334,449,12236,419
12417,26,9147,98,13459,499
16983,19,6747,358,12190,324
14305,36,8767,79,14383,491
17119,30,8440,255,7553,23
15846,39,2125,454,5618,215
8770,39,6283,53,5907,225
12123,16,5378,152,5839,134
3299,32,9800,330,11041,142
9867,20,9937,212,12393,255
14367,17,2169,434,5248,244
14170,32,2669,114,12782,406
14180,48,2149,354,10025,350
21536,27,2195,243,7410,112
13451,46,4564,464,12189,220
7450,42,2214,492,9539,408
2153,45,2238,61,11259,231
26211,46,9579,157,9075,340
15269,23,8825,129,9982,216
11377,38,7139,441,14073,124
21033,45,3759,416,12655,344
27131,46,4125,157,7964,313
4534,41,5609,437,11062,357
13306,21,1230,435,12532,349
7722,41,9744,376,12654,138
22707,39,6593,162,5732,291
18428,15,2993,109,10919,153
25412,46,5468,431,9661,279
2730,22,8293,316,10593,35
10167,23,3589,360,4078,360
8039,13,2620,379,12908,280
11093,26,5126,85,13225,180
3408,16,7062,283,5825,437
25233,33,4531,116,7211,345
27017,46,4926,368,5582,197
5178,42,5136,421,4084,239
11875,38,2778,157,4385,370
13767,16,7710,404,4279,140
4135,38,7764,445,5633,118
6340,42,8136,423,8515,381
17946,28,2148,395,6511,387
16775,31,7268,157,11063,498
26329,36,1887,201,11288,143
24386,17,4661,72,12669,462
4843,18,8649,396,12349,280
26449,17,3098,124,10558,399
21722,40,3698,231,6030,22
16876,21,5502,260,14416,376
8867,43,5387,364,14591,200
24720,30,8755,391,12900,337
24399,21,1186,474,5182,11
28249,20,8275,251,9247,71
21627,42,8939,125,8020,252
18552,48,8191,168,12991,393
10504,28,9860,227,6358,227
14256,10,3614,232,6769,265
13570,11,9441,153,7912,483
20694,30,9502,486,8739,99
5325,10,4445,319,7441,253
29563,28,9197,383,9733,401
8554,48,5972,273,8990,349
14264,17,4184,429,12486,486
5067,43,1426,164,14349,483
4399,24,8713,154,6437,460
5773,27,3119,242,10146,483
28701,11,4698,379,9597,362
29003,26,5866,244,5121,355
6317,17,1926,463,11081,206
7651,20,4705,354,12280,388
11627,24,6658,375,5824,113
12475,31,6335,241,8031,499
27102,34,5485,442,9676,136
20061,13,6558,332,8087,307
3456,35,5357,254,14913,237
18234,39,6320,93,12406,498
14783,29,2268,306,4313,222
16622,10,8638,415,14635,326
29441,35,9847,432,11923,467
27510,23,1840,225,10596,32
25001,49,8491,322,8939,50
23658,36,3423,345,10161,257
29866,27,6261,323,5347,296
10657,33,8203,217,13361,176
5409,47,2181,485,6882,343
8532,48,3471,282,4448,227
3077,39,2289,201,10020,152
7919,28,8271,498,6016,138
17073,21,3794,66,11396,373
27477,10,7882,163,13384,301
5781,21,4311,380,6800,140
21719,45,3759,189,10382,477
12028,22,8704,346,11035,387
11804,22,3901,114,5626,381
18385,32,3946,112,8332,138
27168,26,3844,77,8366,435
29085,43,4994,425,13255,410
6846,35,6239,75,4742,426
24958,19,9004,321,7472,363
8548,27,3159,227,6791,471
17095,29,4501,326,4861,46
11031,49,8988,92,7941,58
16212,32,5486,437,5038,495
28495,26,1667,389,9507,287
22337,27,8054,92,14584,86
12172,36,8155,102,5950,392
3027,42,3068,103,10044,297
25038,45,6473,72,12647,10
19293,22,2656,330,12461,138
21402,16,9326,180,8076,308
23610,35,6702,462,11889,26
10994,30,6988,287,14750,97
16443,45,7038,88,14003,87
23951,32,6333,180,13833,428
8161,33,4547,318,12822,91
25858,24,3901,157,5621,150
13590,44,7048,257,5404,403
23735,18,2910,382,13935,61
29271,20,3305,405,11084,454
11206,49,2620,120,10920,387
28605,10,6583,493,10953,392
29895,15,2366,144,12712,170
13202,26,4840,101,7602,39
24962,24,9013,431,11129,7
21067,43,9847,222,9645,142
18209,33,1137,257,6308,21
16125,16,3352,362,5203,306
26669,45,2703,271,9303,66
7816,37,6129,235,4184,325
20905,48,9896,119,7406,90
20466,26,2208,193,5139,385
29631,46,8170,292,8988,400
29587,16,2292,321,4181,230
17120,28,1275,252,5586,492
7899,49,2994,437,7671,41
19460,21,9596,299,11370,417
8345,45,5636,336,11206,351
17244,39,3411,464,4440,462
5231,16,5211,215,9107,466
20150,17,5435,391,9079,206
27888,24,7964,267,13493,298
22690,42,2771,386,5974,152
4121,49,6097,216,9478,479
29631,44,5622,177,7006,442
8829,17,4631,241,5266,19
20165,16,9956,343,13393,258
13712,13,1619,166,12488,416
14985,41,3649,133,11448,182
13897,10,4616,392,14077,294
23461,42,3185,81,7305,457
12238,49,8471,185,11512,461
27273,41,4504,295,12188,410
20385,27,8460,83,7255,51
14031,29,5898,208,8017,443
8750,21,5917,495,9207,242
26692,34,1015,475,11948,327
